com.microsoft.azure,azure,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-appservice,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-batch,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-batchai,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-cdn,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-compute,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-containerinstance,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-containerregistry,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-containerservice,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-cosmosdb,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-dns,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-eventhub,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-graph-rbac,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-keyvault,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-locks,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-monitor,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-msi,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-network,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-redis,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-resources,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-search,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-servicebus,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-sql,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-storage,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-mgmt-trafficmanager,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-parent,1.25.0,1.25.1-SNAPSHOT
com.microsoft.azure,azure-samples,1.25.0,1.25.1-SNAPSHOT
